time_lst,tas,ps,hurs,sfcWind,rsds,wind_dir,dir_norm,dif_hori,dir_hori
1/2/19 6:00,9.2,101678.69,100,1.3,0.090995534,142,0,0.090995534,0
1/2/19 7:00,9.7,101740.92,100,1.3,0.076129663,74,0,0.076129663,0
1/2/19 8:00,11.6,101842.06,98,1.2,203,219,411.2338839,131.9842021,71.0157979
1/2/19 9:00,13.2,101909.48,83,1,351,226,607.3630797,151.0276493,199.9723507
1/2/19 10:00,14.8,101829.0946,69,0.9,470,192,709.0546203,151.9803796,318.0196204
1/2/19 11:00,16.3,101740.92,55,0.9,548,211,759.6070513,151.2132526,396.7867474
1/2/19 12:00,17.8,101719.12,46,1,579,221,774.0951014,156.5363879,422.4636121
1/2/19 13:00,17.4,101683.8762,46,0.9,542,196,756.2563501,150.9406729,391.0593271
1/2/19 14:00,16.6,101652.01,48,0.7,460,150,701.4547073,152.5155431,307.4844569
1/2/19 15:00,15.7,101673.5,52,0.7,326,202,592.9381485,139.2962675,186.7037325
1/2/19 16:00,14.8,101685.56,56,0.8,141,201,382.0179284,81.75185061,59.24814939
1/2/19 17:00,13.9,101707.22,57,0.7,0.067341043,231,0,0.067341043,0
1/2/19 18:00,12.9,101685.56,61,0.8,0.044478336,197,0,0.044478336,0
1/2/19 19:00,12.3,101665.7208,64,1,0.066006534,213,0,0.066006534,0
1/2/19 20:00,11.8,101639.79,65,1.1,10.02043967,198,0,10.02043967,0
1/2/19 21:00,11.3,101606.07,67,1.1,0.034324827,245,0,0.034324827,0
1/2/19 22:00,10.6,101564.5908,68,1.2,0.08074548,222,0,0.08074548,0
1/2/19 23:00,9.9,101538.66,68,1.3,0.034897536,323,0,0.034897536,0
1/3/19 0:00,9.9,101504.94,66,1.2,0.038053146,299,0,0.038053146,0
1/3/19 1:00,9.8,101471.23,64,1.1,0.047341907,305,0,0.047341907,0
1/3/19 2:00,9.7,101450.65,62,1,0.027781089,302,0,0.027781089,0
1/3/19 3:00,9.5,101450.65,58,0.8,0.072339981,306,0,0.072339981,0
1/3/19 4:00,9.6,101484.21,54,0.7,0.995630357,309,0,0.995630357,0
1/3/19 5:00,10.3,101484.21,48,0.6,0.099376374,306,0,0.099376374,0
1/3/19 6:00,10.2,101479.0092,58,0.8,0.089881749,308,0,0.089881749,0
1/3/19 7:00,11.5,101551.33,63,1.1,0.030969076,300,0,0.030969076,0
1/3/19 8:00,12.9,101595.7008,61,1.3,188,306,410.8527363,117.1482979,70.85170209
1/3/19 9:00,14.3,101639.79,59,1.8,291,237,522.653681,118.8657765,172.1342235
1/3/19 10:00,15.3,101707.2162,61,2.1,386,238,478.0380428,171.3621849,214.6378151
1/3/19 11:00,15.7,101714.9969,64,2.3,407,205,336.2769663,231.043564,175.956436
1/3/19 12:00,16.1,101685.56,61,2.5,406,225,282.1066211,251.6763579,154.3236421
1/3/19 13:00,15.9,101606.07,58,2.6,379,194,265.7027408,241.1665119,137.8334881
1/3/19 14:00,15.7,101549.0308,59,2.7,296,235,192.3795309,211.2937139,84.70628608
1/3/19 15:00,15.5,101554.2185,62,2.8,248,204,343.2537649,139.1685404,108.8314596
1/3/19 16:00,15.3,101572.37,67,2.7,106.7560976,232,199.1761603,75.40570668,31.35039092
1/3/19 17:00,15.2,101584.89,73,2.8,0.097122613,204,0,0.097122613,0
1/3/19 18:00,14.8,101538.66,76,2.4,0.012649362,30,0,0.012649362,0
1/3/19 19:00,13.4,101502.3469,80,1.9,0.055639676,22,0,0.055639676,0
1/3/19 20:00,12.6,101403.81,83,1.5,0.05367794,194,0,0.05367794,0
1/3/19 21:00,13.4,101484.1954,78,2.1,0.068386223,178,0,0.068386223,0
1/3/19 22:00,14.4,101538.66,71,2.6,0.053935311,85,0,0.053935311,0
1/3/19 23:00,14.7,101551.33,66,3,0.029458359,115,0,0.029458359,0
1/4/19 0:00,14.7,101577.5523,63,3,0.995782936,98,0,0.995782936,0
1/4/19 1:00,14.4,101606.0731,64,3,0.024245572,150,0,0.024245572,0
1/4/19 2:00,13.8,101673.5,68,3.1,0.052377629,167,0,0.052377629,0
1/4/19 3:00,13,101657.6365,73,2.9,0.056598311,63,0,0.056598311,0
1/4/19 4:00,12.6,101673.5,77,2.6,0.08358059,32,0,0.08358059,0
1/4/19 5:00,12.6,101670.6925,74,2.4,0.031253971,20,0,0.031253971,0
1/4/19 6:00,13.4,101707.22,72,2.4,0.088235416,78,0,0.088235416,0
1/4/19 7:00,14,101756.4792,67,2.5,0.998923013,236,0,0.998923013,0
1/4/19 8:00,14.8,101774.63,62,2.5,199,228,410.6273017,128.2444514,70.75554862
1/4/19 9:00,15.3,101774.63,58,2.6,330,216,607.6664474,129.7424572,200.2575428
1/4/19 10:00,16.2,101673.5,53,2.6,443,229,709.8553526,123.8554546,319.1445454
1/4/19 11:00,16.8,101649.4207,51,2.6,525,216,748.829561,132.4275975,392.5724025
1/4/19 12:00,17.4,101624.2269,48,2.6,537,217,706.3232563,149.6275013,387.3724987
1/4/19 13:00,17.6,101606.07,47,2.6,519,213,740.6212936,133.5036029,385.4963971
1/4/19 14:00,17.3,101546.4369,48,2.6,434,212,704.4752082,122.3695951,311.6304049
1/4/19 15:00,16.9,101606.07,48,2.5,300,269,597.4626382,109.2163582,190.7836418
1/4/19 16:00,16.2,101639.79,52,2.5,130,267,389.9981635,67.68475827,62.31524173
1/4/19 17:00,15,101660.5346,58,2.4,0.058425818,182,0,0.058425818,0
1/4/19 18:00,14.4,101678.6877,59,2.5,0.0657431,220,0,0.0657431,0
1/4/19 19:00,13.6,101707.22,61,2.5,0.096715423,200,0,0.096715423,0
1/4/19 20:00,13.1,101752.68,61,2.7,0.002486965,214,0,0.002486965,0
1/4/19 21:00,12.3,101808.35,64,3,0.076151658,227,0,0.076151658,0
1/4/19 22:00,12.4,101792.7869,60,3.1,0.014318876,232,0,0.014318876,0
1/4/19 23:00,12.3,101764.2615,57,3.2,0.091315988,211,0,0.091315988,0
1/5/19 0:00,12,101774.63,57,3,0.077867855,199,0,0.077867855,0
1/5/19 1:00,11.3,101740.92,57,2.8,0.026540488,84,0,0.026540488,0
1/5/19 2:00,10.9,101707.22,58,2.5,0.027744397,7,0,0.027744397,0
1/5/19 3:00,10.2,101707.22,60,2.4,0.088171898,96,0,0.088171898,0
1/5/19 4:00,9,101740.92,65,2.2,0.049294046,195,0,0.049294046,0
1/5/19 5:00,9.3,101734.6019,64,2.2,0.059584277,43,0,0.059584277,0
1/5/19 6:00,11,101707.22,63,1.8,0.083966033,100,0,0.083966033,0
1/5/19 7:00,12,101786.25,61,1.7,0.996020192,46,0,0.996020192,0
1/5/19 8:00,13.4,101891.3285,51,1.3,203,232,410.5585067,132.2724639,70.72753609
1/5/19 9:00,15.4,101909.48,43,1.6,355,190,607.9637987,154.4556675,200.5443325
1/5/19 10:00,16.8,101886.92,36,1.7,481,220,710.3633483,161.1285563,319.8714437
1/5/19 11:00,17.7,101875.77,34,1.7,544,200,761.495089,143.9442445,400.0557555
1/5/19 12:00,18.3,101853.37,27,1.7,534,212,690.7313546,154.142168,379.857832
1/5/19 13:00,18.4,101808.35,25,1.5,433,219,422.4028065,212.3546194,220.6453806
1/5/19 14:00,17.6,101774.63,26,1.5,290,214,171.0617456,213.9628479,76.03715211
1/5/19 15:00,16.5,101808.35,24,1.3,209,228,168.3132618,154.8583608,54.14163917
1/5/19 16:00,15.7,101842.06,24,1.1,94,236,107.5695315,76.54788488,17.45211512
1/5/19 17:00,14.5,101827.6129,26,1,0.062029285,191,0,0.062029285,0
1/5/19 18:00,13.5,101842.06,31,1.1,0.007458383,73,0,0.007458383,0
1/5/19 19:00,12.8,101875.77,35,1.2,0.054906189,72,0,0.054906189,0
1/5/19 20:00,12.6,101886.1423,43,1.4,0.097070882,209,0,0.097070882,0
1/5/19 21:00,12.3,101842.06,56,1.3,0.021410839,104,0,0.021410839,0
1/5/19 22:00,11.7,101786.25,67,1.3,0.010896442,80,0,0.010896442,0
1/5/19 23:00,11.3,101774.6314,77,1.2,0.017570186,168,0,0.017570186,0
1/6/19 0:00,10.8,101751.2923,80,1.2,0.061680352,93,0,0.061680352,0
1/6/19 1:00,10.4,101740.92,84,1.2,0.000488744,15,0,0.000488744,0
1/6/19 2:00,10.4,101740.92,85,1.2,0.08327524,46,0,0.08327524,0
1/6/19 3:00,10.5,101786.25,84,1.3,0.021837485,49,0,0.021837485,0
1/6/19 4:00,10.6,101873.1769,84,1.2,0.056228305,28,0,0.056228305,0
1/6/19 5:00,10.7,101865.3977,83,1.3,0.028482043,12,0,0.028482043,0
1/6/19 6:00,10.9,101938.0077,87,1.2,0.022700992,34,0,0.022700992,0
1/6/19 7:00,11.7,101998.9446,87,1.2,0.082135658,48,0,0.082135658,0
1/6/19 8:00,12.3,102078.04,86,1.1,92,9,78.68910585,78.43929749,13.56070251
1/6/19 9:00,13.1,102015.7969,78,1,173,70,73.2723411,148.7997376,24.20026244
1/6/19 10:00,14.5,101954.04,71,0.9,273,214,127.4255498,215.5180377,57.4819623
1/6/19 11:00,15.6,101774.63,64,0.8,383,216,261.2292211,245.4443052,137.5556948
1/6/19 12:00,17.9,101752.68,52,1.3,421,114,313.6150547,248.0285009,172.9714991
1/6/19 13:00,19,101719.12,47,1.8,427,30,397.0435536,218.8258932,208.1741068
1/6/19 14:00,18.2,101657.9423,49,1.8,404,46,562.220623,152.8359942,251.1640058
1/6/19 15:00,17.3,101652.01,53,1.8,283,343,503.1603266,119.9242868,163.0757132
1/6/19 16:00,16.1,101652.01,57,1.8,124,19,297.3702074,75.00249632,48.99750368
1/6/19 17:00,15.1,101665.7223,61,2,0.044987467,210,0,0.044987467,0
1/6/19 18:00,13.8,101618.45,67,1.5,5.01564981,221,0,5.01564981,0
1/6/19 19:00,12.4,101584.89,72,1.3,0.08295021,215,0,0.08295021,0
1/6/19 20:00,11.6,101551.33,76,1.1,0.068248626,258,0,0.068248626,0
1/6/19 21:00,10.4,101504.94,82,1.2,0.08331105,209,0,0.08331105,0
1/6/19 22:00,9.3,101504.94,87,1.4,0.032895818,243,0,0.032895818,0
1/6/19 23:00,8.6,101466.0438,88,1.5,1.999434208,255,0,1.999434208,0
1/7/19 0:00,7.8,101453.0785,89,1.5,0.995819645,301,0,0.995819645,0
1/7/19 1:00,7.9,101450.65,89,1.4,0.027808353,259,0,0.027808353,0
1/7/19 2:00,7.4,101453.0785,92,1.5,2.000570118,309,0,2.000570118,0
1/7/19 3:00,7.2,101455.6715,94,1.5,0.018226556,333,0,0.018226556,0
1/7/19 4:00,7.1,101450.65,96.46341463,1.5,0.085022819,228,0,0.085022819,0
1/7/19 5:00,7.2,101403.81,93,1.5,0.080389461,256,0,0.080389461,0
1/7/19 6:00,7.7,101403.81,96,1.4,0.014105944,263,0,0.014105944,0
1/7/19 7:00,9.1,101450.65,92,1.3,0.059810194,302,0,0.059810194,0
1/7/19 8:00,11.6,101504.94,88,1.2,196,225,410.8931914,125.1231411,70.87685886
1/7/19 9:00,14,101460.8577,75,1.2,344,247,608.8486795,142.5930545,201.4069455
1/7/19 10:00,16.1,101403.81,63,1.1,472,227,711.5915228,150.3468266,321.6531734
1/7/19 11:00,17.8,101249.29,53,1,548,273,763.0447876,145.1941075,402.8058925
1/7/19 12:00,18.3,101081.5,46,1.3,556,237,755.6105829,137.9589037,418.0410963
1/7/19 13:00,18.1,101027.8023,48,1.3,496,235,635.4258488,161.5366123,334.4633877
1/7/19 14:00,16.8,100931.85,55,1.2,393,221,506.9133267,165.3654566,227.6345434
1/7/19 15:00,15.8,100913.7,62,1.4,268,200,407.7191658,134.8329773,133.1670227
1/7/19 16:00,15.3,100913.7,66,1.6,110,260,176.1000788,80.52631873,29.47368127
1/7/19 17:00,14.9,100947.25,70,1.8,0.018774098,257,0,0.018774098,0
1/7/19 18:00,13.9,100830.72,70,1.5,0.043331865,191,0,0.043331865,0
1/7/19 19:00,13.2,100745.9,73,1.3,0.098509102,222,0,0.098509102,0
1/7/19 20:00,12.4,100678.78,77,1.1,4.014370413,223,0,4.014370413,0
1/7/19 21:00,11.9,100678.78,75,1.2,0.058333045,197,0,0.058333045,0
1/7/19 22:00,12.1,100645.22,73,1.3,0.076265046,217,0,0.076265046,0
1/7/19 23:00,12.6,100645.22,68,1.4,0.996016321,230,0,0.996016321,0
1/8/19 0:00,12.8,100645.22,65,1.3,0.089974667,240,0,0.089974667,0
1/8/19 1:00,12.7,100611.66,65,1.3,0.033263647,190,0,0.033263647,0
1/8/19 2:00,12.2,100578.09,70,1.3,0.021743141,234,0,0.021743141,0
1/8/19 3:00,11.4,100544.54,73,1.2,0.996707996,219,0,0.996707996,0
1/8/19 4:00,10.5,100477.42,75,1.1,0.043169111,191,0,0.043169111,0
1/8/19 5:00,10.7,100443.86,70,1,0.092216745,249,0,0.092216745,0
1/8/19 6:00,10.8,100427.08,73,1,0.023950504,303,0,0.023950504,0
1/8/19 7:00,12.3,100443.86,70,1,0.07557632,302,0,0.07557632,0
1/8/19 8:00,13.6,100443.86,65,1,190,304,411.2971676,118.9452759,71.05472407
1/8/19 9:00,14.9,100410.3,55,1.1,316,223,609.4353006,114.0170474,201.9829526
1/8/19 10:00,15.4,100410.3,50,1.2,434,241,665.6974086,132.4101269,301.5898731
1/8/19 11:00,15.6,100410.3,49,1.2,517,193,701.8060041,145.5194458,371.4805542
1/8/19 12:00,15.6,100359.96,47,1.1,534,220,673.5899219,160.1169455,373.8830545
1/8/19 13:00,15.2,100343.19,48,1,523,73,726.4118113,139.0856553,383.9143447
1/8/19 14:00,14.4,100276.06,56,1,442,26,706.2079671,123.166256,318.833744
1/8/19 15:00,13.6,100276.06,61,1,316,104,607.2541581,116.0887509,199.9112491
1/8/19 16:00,11.8,100208.94,68,1.1,138,197,392.2804743,71.29770188,66.70229812
1/8/19 17:00,11.4,100242.5,70,1.2,0.060756282,144,0,0.060756282,0
1/8/19 18:00,10.8,100242.5,76,1.4,0.02644609,80,0,0.02644609,0
1/8/19 19:00,10.9,100292.84,78,1.6,0.051575472,167,0,0.051575472,0
1/8/19 20:00,11.3,100276.06,79,1.7,0.010465279,203,0,0.010465279,0
1/8/19 21:00,11.8,100309.62,72,2,0.054470888,176,0,0.054470888,0
1/8/19 22:00,12.3,100359.96,67,2,0.096526375,26,0,0.096526375,0
1/8/19 23:00,12.1,100320.81,63,2.3,0.080801359,25,0,0.080801359,0
1/9/19 0:00,11.6,100343.19,65,2.3,0.032738734,18,0,0.032738734,0
1/9/19 1:00,11.5,100410.3,63,2.1,0.032153524,31,0,0.032153524,0
1/9/19 2:00,11.6,100410.305,58,2.1,0.996229002,43,0,0.996229002,0
1/9/19 3:00,11.7,100443.86,61,1.8,0.028427132,35,0,0.028427132,0
1/9/19 4:00,11.7,100410.3,60,1.5,0.054139463,10,0,0.054139463,0
1/9/19 5:00,12.1,100443.86,59,1.3,0.051863403,9,0,0.051863403,0
1/9/19 6:00,11.4,100443.86,59,1.6,0.996245049,143,0,0.996245049,0
1/9/19 7:00,12.1,100493.61,55,1.8,2.000734456,31,0,2.000734456,0
1/9/19 8:00,13.1,100510.98,44,2.1,41,30,6.546793543,39.86660639,1.133393608
1/9/19 9:00,14.1,100544.54,44,2.1,117,150,19.10293993,110.6547994,6.345200593
1/9/19 10:00,15.9,100578.09,39,2.5,272,75,122.3814769,216.4175072,55.58249283
1/9/19 11:00,17,100578.09,36,2.7,404,61,310.2465853,239.3043653,164.6956347
1/9/19 12:00,17.8,100544.54,37,2.3,414,61,283.8768696,255.8884001,158.1115999
1/9/19 13:00,16.9,100544.54,37,1.9,324,221,131.8703519,254.0098651,69.99013491
1/9/19 14:00,15.9,100527.315,41,1.5,242,218,78.28685725,206.459928,35.540072
1/9/19 15:00,15.3,100544.54,43,1.5,121,189,21.22555557,113.9558086,7.044191405
1/9/19 16:00,14.9,100578.09,45,1.5,62,195,20.21464949,58.5074617,3.492538297
1/9/19 17:00,14.6,100611.66,44,1.6,0.00173495,200,0,0.00173495,0
1/9/19 18:00,14.8,100578.09,43,1.5,0.045995661,18,0,0.045995661,0
1/9/19 19:00,14.7,100578.09,43,1.4,0.02332766,18,0,0.02332766,0
1/9/19 20:00,14.3,100578.09,43,1.3,0.097683205,47,0,0.097683205,0
1/9/19 21:00,13.9,100611.66,42,1.3,0.040257006,76,0,0.040257006,0
1/9/19 22:00,13.6,100611.66,43,1.2,0.054629446,91,0,0.054629446,0
1/9/19 23:00,13.3,100611.6575,41,1.2,0.026973466,174,0,0.026973466,0
1/10/19 0:00,13.2,100579.1769,42,1.2,0.016432657,213,0,0.016432657,0
1/10/19 1:00,13.1,100611.66,41,1.2,0.039910256,171,0,0.039910256,0
1/10/19 2:00,12.7,100611.66,42,1.2,1.99963621,39,0,1.99963621,0
1/10/19 3:00,12.3,100645.22,43,1.1,0.065805755,222,0,0.065805755,0
1/10/19 4:00,11.9,100644.0085,44,1,0.066334273,236,0,0.066334273,0
1/10/19 5:00,12.1,100662,43,1.1,0.04722342,184,0,0.04722342,0
1/10/19 6:00,12.4,100645.22,43,1.1,0.096952817,147,0,0.096952817,0
1/10/19 7:00,13.4,100645.22,41,1.1,0.040219706,177,0,0.040219706,0
1/10/19 8:00,14.8,100645.22,33,1.2,206,201,412.577575,134.3816085,71.61839147
1/10/19 9:00,16.8,100656.4067,30,1.3,357,191,610.8935394,153.5753639,203.4246361
1/10/19 10:00,18.3,100645.22,29,1.3,483,15,713.9519581,157.8587353,325.1412647
1/10/19 11:00,19.6,100645.22,30,1.2,563,357,765.7857358,155.2257629,407.7742371
1/10/19 12:00,19.9,100611.66,29,1.5,597,25,781.8187052,159.9754669,437.0245331
1/10/19 13:00,19.8,100645.22,31,1.8,565,354,766.1540224,156.5750148,408.4249852
1/10/19 14:00,19.7,100611.66,36,2.1,489,7,714.7860255,162.6594844,326.3405156
1/10/19 15:00,17.8,100578.1,46,1.7,358,356,612.4707945,153.0572022,204.9427978
1/10/19 16:00,15.8,100578.09,58,1.5,157,358,415.7441063,84.00644957,72.99355043
1/10/19 17:00,13.4,100510.98,75,1.3,0.045957541,310,0,0.045957541,0
1/10/19 18:00,12.4,100410.3,83,1.1,0.043403085,348,0,0.043403085,0
1/10/19 19:00,12,100410.3,82,1,0.051700983,353,0,0.051700983,0
1/10/19 20:00,11.8,100299.76,80,0.6,0.084624575,0,0,0.084624575,0
1/10/19 21:00,11.3,100369.9967,84,1,0.005516429,353,0,0.005516429,0
1/10/19 22:00,11.2,100326.405,86,1.2,0.055417706,100,0,0.055417706,0
1/10/19 23:00,10.9,100343.19,86,1.3,0.068827524,78,0,0.068827524,0
1/11/19 0:00,11.2,100276.06,87,1.2,0.044200979,57,0,0.044200979,0
1/11/19 1:00,10.4,100242.5,89,1.1,0.01922977,98,0,0.01922977,0
1/11/19 2:00,10.6,100208.94,89,1.1,2.001617007,109,0,2.001617007,0
1/11/19 3:00,11.1,99671.99,93,0.5,0.086680858,55,0,0.086680858,0
1/11/19 4:00,11.1,99671.99,92,0.5,0.020614561,131,0,0.020614561,0
1/11/19 5:00,9.2,99135.03,98,0.4,0.017794968,71,0,0.017794968,0
1/11/19 6:00,10.8,99839.78,92,0.9,0.016489115,39,0,0.016489115,0
1/11/19 7:00,11.4,100175.39,85,1.2,0.056526898,20,0,0.056526898,0
1/11/19 8:00,11.7,100141.83,81,1.6,123,72,233.4138225,82.34981396,40.65018604
1/11/19 9:00,11.4,99974.03,79,1.9,252,331,300.686801,151.5895949,100.4104051
1/11/19 10:00,11.3,99974.03,79,1.9,287,347,147.7280704,219.524858,67.47514202
1/11/19 11:00,11.2,99839.79,81,2.2,315,41,115.2318163,253.4395005,61.56049945
1/11/19 12:00,11.2,99772.67,87,1.7,301,98,80.20556941,255.9970476,45.00295242
1/11/19 13:00,10.8,99505.59769,87,0.9,269,33,62.78935601,235.3755716,33.62442836
1/11/19 14:00,8.3,99067.91667,91,0.4,210,227,44.81200183,189.4212201,20.57877991
1/11/19 15:00,10.7,99571.31,88,0.7,114,47,16.86810446,108.3081389,5.691861117
1/11/19 16:00,8.7,99571.31,90,1.1,61,333,17.46837814,57.88298926,3.117010736
1/11/19 17:00,8.6,99806.23,93,1.5,0.043490062,324,0,0.043490062,0
1/11/19 18:00,8.5,99957.25,93,1.5,0.02251334,358,0,0.02251334,0
1/11/19 19:00,8.3,99834.93385,94,1.3,0.096109628,342,0,0.096109628,0
1/11/19 20:00,8.4,100141.83,89,1.3,0.044842747,325,0,0.044842747,0
1/11/19 21:00,8.3,100208.94,91.17073171,1.3,0.996318213,42,0,0.996318213,0
1/11/19 22:00,7.7,99873.35,97,1.2,0.077714499,55,0,0.077714499,0
1/11/19 23:00,7.6,99671.99,95,1.1,0.015821977,23,0,0.015821977,0
1/12/19 0:00,7.1,100141.83,91,1.3,0.019125946,357,0,0.019125946,0
1/12/19 1:00,8.1,100276.06,88,1.3,0.026553672,3,0,0.026553672,0
1/12/19 2:00,8.1,100264.8733,90,1.3,0.038328339,310,0,0.038328339,0
1/12/19 3:00,6.9,100276.06,91,1.4,0.997982926,19,0,0.997982926,0
1/12/19 4:00,6.5,100309.62,94,1.4,0.057848256,84,0,0.057848256,0
1/12/19 5:00,6.1,100276.06,94,1.2,0.083930391,132,0,0.083930391,0
1/12/19 6:00,7.6,100343.19,92,1.4,0.065444498,161,0,0.065444498,0
1/12/19 7:00,9.1,100376.75,89,1.6,0.094452834,36,0,0.094452834,0
1/12/19 8:00,10.3,100368.36,86,1.6,204,197,414.4836535,131.5383404,72.46165956
1/12/19 9:00,11.8,100359.97,81,1.4,348,217,612.7256328,142.7474038,205.2525962
1/12/19 10:00,12.9,100410.3,71,1.4,461,190,715.8592232,132.9942435,328.0057565
1/12/19 11:00,14.4,100410.3,59,1.3,536,240,746.3103119,135.9221482,400.0778518
1/12/19 12:00,15.1,100410.3,54,1.2,551,200,704.8971688,153.9293722,397.0706278
1/12/19 13:00,15,100392.46,53,1.1,518,190,675.3093751,154.6642097,363.3357903
1/12/19 14:00,14.2,100376.75,55,0.8,427,221,601.0141914,149.3470654,277.6529346
1/12/19 15:00,13.4,100376.75,62,0.9,303,175,535.9370595,120.6088348,182.3911652
1/12/19 16:00,12.3,100343.19,68,0.9,196,227,424.7770477,118.9611721,77.03882788
1/12/19 17:00,11.7,100410.3,68,1.2,57,228,0,57,0
1/12/19 18:00,10.8,100410.3,74,1.2,0.053080879,207,0,0.053080879,0
1/12/19 19:00,10.7,100443.86,76,1.3,0.06848609,96,0,0.06848609,0
1/12/19 20:00,10,100477.42,78,1.4,0.0954988,226,0,0.0954988,0
1/12/19 21:00,9.4,100510.98,80,1.3,0.011835658,214,0,0.011835658,0
1/12/19 22:00,9.1,100527.31,81,1.3,0.003910006,218,0,0.003910006,0
1/12/19 23:00,8.6,100544.54,81,1.3,0.050450503,287,0,0.050450503,0
1/13/19 0:00,8.7,100544.54,79,1.3,0.040206402,319,0,0.040206402,0
1/13/19 1:00,9.2,100578.09,76,1.1,0.046938107,265,0,0.046938107,0
1/13/19 2:00,9.3,100578.09,74,1.1,0.039916447,284,0,0.039916447,0
1/13/19 3:00,8.9,100611.66,75,1,0.09350969,198,0,0.09350969,0
1/13/19 4:00,7.7,100645.22,77,0.9,0.096109918,206,0,0.096109918,0
1/13/19 5:00,8.8,100645.22,74,0.9,0.079259536,239,0,0.079259536,0
1/13/19 6:00,8.7,100678.78,81,0.9,0.075477719,161,0,0.075477719,0
1/13/19 7:00,10,100678.78,82,0.8,0.006596663,28,0,0.006596663,0
1/13/19 8:00,11.91219512,100678.78,76,0.7,201,94,415.6687079,128.0108793,72.98912069
1/13/19 9:00,14.1,100745.9,64,0.9,350,195,613.7790589,143.6886542,206.3113458
1/13/19 10:00,16.1,100813.01,51,1.2,475,128,716.9093667,145.4017539,329.5982461
1/13/19 11:00,17.9,100947.25,47,1.5,557,108,768.9973841,143.2655748,413.7344252
1/13/19 12:00,18.6,101014.37,46,1.7,591,189,785.4933906,146.719862,444.280138
1/13/19 13:00,18.3,101001.8662,52,2,555,218,770.5998813,138.3873878,416.6126122
1/13/19 14:00,16.9,101081.5,65,2.1,485,204,720.5359283,150.0928303,334.9071697
1/13/19 15:00,15.7,101182.17,70,2.1,381,238,620.6249502,167.9516144,213.0483856
1/13/19 16:00,14.5,101215.73,75,1.9,230,184,429.3534754,150.8494136,79.15058644
1/13/19 17:00,13.3,101268.97,80,1.7,63,230,0,63,0
1/13/19 18:00,12.6,101316.41,85,1.4,0.040233651,220,0,0.040233651,0
1/13/19 19:00,11.9,101336.38,84,1.2,0.07020901,29,0,0.07020901,0
1/13/19 20:00,11.8,101367.5038,85,1.1,0.050195832,77,0,0.050195832,0
1/13/19 21:00,11.1,101370.1,83,1.2,0.003697375,190,0,0.003697375,0
1/13/19 22:00,10.4,101403.81,81,1.2,0.029797573,218,0,0.029797573,0
1/13/19 23:00,10.2,101417.09,79,1.1,0.096284198,23,0,0.096284198,0
1/14/19 0:00,10.5,101471.23,73,1.2,0.039882397,182,0,0.039882397,0
