time_lst,tas,ps,hurs,sfcWind,rsds,wind_dir,dir_norm,dif_hori,dir_hori
1/1/41 0:00,13.56177046,100695.9634,81.03641365,0.753073207,0.026550866,218,0,0.026550866,0
1/1/41 1:00,12.99616747,100690.8272,85.33079058,0.653231689,4.008580388,207,0,4.008580388,0
1/1/41 2:00,12.63221883,100664.1664,88.33191209,0.410922933,0.020168193,204,0,0.020168193,0
1/1/41 3:00,12.05016077,100689.4652,86.5620747,0.564712548,0.062911404,265,0,0.062911404,0
1/1/41 4:00,11.60465872,100715.4147,86.00248693,0.753154678,0.006178627,218,0,0.006178627,0
1/1/41 5:00,11.70303897,100741.6342,81.99960774,0.762334128,0.020597457,207,0,0.020597457,0
1/1/41 6:00,11.70932514,100761.6038,84.53409873,0.762240026,0.017655675,231,0,0.017655675,0
1/1/41 7:00,12.8162547,100790.5143,81.96041503,0.655073852,0.068702285,192,0,0.068702285,0
1/1/41 8:00,14.86245118,100824.4822,71.06896544,0.56278626,196.8705592,214,411.7695524,125.622897,71.24766217
1/1/41 9:00,18.30241822,100862.8452,43.50029018,0.655938036,296.0025928,253,552.0281714,114.2461381,181.7564547
1/1/41 10:00,20.9972789,100825.4869,33.42226988,1.058949866,388.3905242,95,491.0166451,168.3485014,220.0420228
1/1/41 11:00,23.10858397,100788.2775,27.94291344,1.354997166,401.755711,226,324.3720326,232.5708543,169.1848567
1/1/41 12:00,24.29643041,100824.5384,26.89290694,1.699219366,410.3330994,190,298.7477767,247.6439324,162.689167
1/1/41 13:00,24.49875938,100824.3089,27.95866735,1.786833185,410.2959245,148,365.604026,221.8088647,188.4870598
1/1/41 14:00,23.84340806,100787.5014,30.02168616,1.954347049,392.3197174,100,551.6186022,151.5422823,240.7774351
1/1/41 15:00,22.20616487,100751.3214,29.98760511,1.446143635,274.346362,221,510.5062253,114.6669132,159.6794488
1/1/41 16:00,20.14738571,100788.7243,34.69132941,1.152857623,126.1207043,36,378.1665369,68.31349415,57.80721015
1/1/41 17:00,18.51715961,100824.5492,40.10195673,0.655093766,0.03721239,200,0,0.03721239,0
1/1/41 18:00,17.45505981,100869.35,38.97403936,1.156151389,0.057285336,97,0,0.057285336,0
1/1/41 19:00,17.10940761,100941.8589,33.64973013,1.44192797,0.090820779,191,0,0.090820779,0
1/1/41 20:00,17.38187022,101015.1791,26.90159287,1.621070746,0.089838968,204,0,0.089838968,0
1/1/41 21:00,17.11074888,101015.2501,26.89501284,1.616408356,0.094467527,165,0,0.094467527,0
1/1/41 22:00,17.00846557,101047.2768,25.80939685,1.61766603,12.00934944,220,0,12.00934944,0
1/1/41 23:00,17.11094492,101064.045,24.73436097,1.620789288,0.066079779,171,0,0.066079779,0
1/2/41 0:00,16.81575607,101048.5812,24.79151651,1.614846115,0.089061833,202,0,0.089061833,0
1/2/41 1:00,16.61778665,101049.2304,22.28817126,1.615479312,0.038870094,175,0,0.038870094,0
1/2/41 2:00,16.21421569,101080.298,20.27877376,1.616778786,0.011808428,190,0,0.011808428,0
1/2/41 3:00,15.64961185,101116.3436,21.24663287,1.614606424,0.053676871,20,0,0.053676871,0
1/2/41 4:00,15.4593689,101149.274,21.21784673,1.614878885,0.059619175,97,0,0.059619175,0
1/2/41 5:00,15.92186199,101219.9663,22.29205187,1.784935086,0.086305423,35,0,0.086305423,0
1/2/41 6:00,16.61819537,101232.5528,20.25060954,1.618455892,0.086743818,142,0,0.086743818,0
1/2/41 7:00,17.91290158,101288.1386,16.78135223,1.618103894,0.99578731,74,0,0.99578731,0
1/2/41 8:00,19.44351258,101322.3395,14.91168618,1.536399739,208.9096431,219,411.2338839,137.8938452,71.0157979
1/2/41 9:00,22.12163109,101343.2048,17.85227397,1.617708741,361.8665785,226,607.3630797,161.8942278,199.9723507
1/2/41 10:00,24.06653871,101390.5969,14.76481252,1.53923011,479.3447299,192,709.0546203,161.3251095,318.0196204
1/2/41 11:00,26.84626586,101286.3796,13.96422301,1.348763888,557.0703864,211,759.6070513,160.283639,396.7867474
1/2/41 12:00,27.2419525,101314.5741,13.98234067,1.443421311,586.2116046,221,774.0951014,163.7479925,422.4636121
1/2/41 13:00,27.62741299,101310.1488,12.96782487,1.528616423,547.9688661,196,756.2563501,156.909539,391.0593271
1/2/41 14:00,26.95332547,101322.2018,13.9966156,1.533214541,470.5400341,150,701.4547073,163.0555772,307.4844569
1/2/41 15:00,24.69727309,101439.752,14.86585046,1.871703394,338.1391231,202,592.9381485,151.4353906,186.7037325
1/2/41 16:00,23.56662158,101484.2057,14.87759416,1.961217055,147.2305868,201,382.0179284,87.98243741,59.24814939
1/2/41 17:00,22.47860202,101543.3496,15.71203729,2.143932364,16.00529153,231,0,16.00529153,0
1/2/41 18:00,21.24310522,101589.7552,18.95140404,2.136946281,0.009813411,197,0,0.009813411,0
1/2/41 19:00,20.34870846,101630.1282,20.29903356,2.045045999,0.080721184,213,0,0.080721184,0
1/2/41 20:00,19.77451569,101676.3941,20.08835713,2.043193464,0.076426556,198,0,0.076426556,0
1/2/41 21:00,19.18398628,101664.1367,18.86505982,1.949344445,0.012625433,245,0,0.012625433,0
1/2/41 22:00,18.52579879,101669.6053,13.94698866,1.620112724,0.085453179,222,0,0.085453179,0
1/2/41 23:00,18.18999943,101626.9723,14.76521397,1.53068535,6.011199297,323,0,6.011199297,0
1/3/41 0:00,17.8160164,101607.2602,14.44692285,1.444644909,0.067548705,299,0,0.067548705,0
1/3/41 1:00,17.44950449,101591.2573,15.71659973,1.449378489,2.998602348,305,0,2.998602348,0
1/3/41 2:00,16.91851021,101589.3904,15.72611282,1.529662842,0.028514634,302,0,0.028514634,0
1/3/41 3:00,16.32005212,101645.6527,17.81860131,1.52950822,0.02979058,306,0,0.02979058,0
1/3/41 4:00,15.24701144,101628.4656,22.41666559,1.354574147,1.996423723,309,0,1.996423723,0
1/3/41 5:00,14.67529141,101644.3141,24.78778731,1.353361637,0.07250055,306,0,0.07250055,0
1/3/41 6:00,15.14466448,101664.72,28.84450358,1.352400043,0.079218686,308,0,0.079218686,0
1/3/41 7:00,16.50036579,101700.553,27.95145017,1.351164313,0.06193305,300,0,0.06193305,0
1/3/41 8:00,18.52330141,101771.6168,23.42930426,1.442787491,204.835777,306,410.8527363,133.9840749,70.85170209
1/3/41 9:00,21.8198969,101669.896,21.35674267,1.608898394,353.9616496,237,607.4661806,153.8947159,200.0669337
1/3/41 10:00,25.01359396,101604.9304,18.89312224,1.785347317,477.0091636,238,709.41894,158.4819384,318.5272252
1/3/41 11:00,27.97617052,101515.3412,15.78071459,1.783769465,555.882735,205,760.177041,158.1211984,397.7615366
1/3/41 12:00,28.55747541,101481.4139,15.72986598,1.706075713,585.2053936,225,774.8800832,161.3148938,423.8904998
1/3/41 13:00,28.34198169,101472.2829,14.90079691,1.871954289,543.153183,194,757.3185858,150.2936213,392.8595617
1/3/41 14:00,27.78912516,101420.4701,17.84536335,1.874120582,463.8158417,235,702.9365048,154.3071305,309.5087112
1/3/41 15:00,25.32206337,101465.0816,22.33761404,1.78489679,330.9977043,204,595.1668753,142.2950989,188.7026054
1/3/41 16:00,22.92406579,101453.1072,24.7664316,1.530616855,142.3037881,232,385.9637284,81.55297461,60.75081349
1/3/41 17:00,21.5143986,101432.2161,24.76812814,1.351557583,0.033050829,204,0,0.033050829,0
1/3/41 18:00,20.01684228,101498.6358,25.82082823,1.528783293,0.995028582,30,0,0.995028582,0
1/3/41 19:00,19.20218655,101544.0514,26.94901548,1.705472933,0.032432892,22,0,0.032432892,0
1/3/41 20:00,18.83432132,101619.9514,27.99257771,1.876631882,10.01281889,194,0,10.01281889,0
1/3/41 21:00,18.1889856,101627.2093,29.95791087,1.874712126,0.027862354,178,0,0.027862354,0
1/3/41 22:00,17.38750881,101616.1355,31.19803822,1.871527784,0.996951332,85,0,0.996951332,0
