time_lst,tas,ps,hurs,sfcWind,rsds,wind_dir,dir_norm,dif_hori,dir_hori
1/1/56 0:00,12.71449263,100700.7948,86.47569693,1.058766232,0.031796368,218,0,0.031796368,0
1/1/56 1:00,12.61671752,100699.2534,85.37244032,0.957346395,4.003972205,207,0,4.003972205,0
1/1/56 2:00,12.50689844,100664.7205,84.58869672,0.857443107,0.051679684,204,0,0.051679684,0
1/1/56 3:00,12.14280686,100692.9362,82.81681575,0.953560278,0.012915685,265,0,0.012915685,0
1/1/56 4:00,11.96057787,100707.8281,81.04088114,0.961773319,0.02563676,218,0,0.02563676,0
1/1/56 5:00,12.52338397,100712.1554,75.66313744,0.955500762,0.071793528,207,0,0.071793528,0
1/1/56 6:00,12.33456021,100715.751,82.73995245,1.15609351,0.994592874,231,0,0.994592874,0
1/1/56 7:00,13.71464247,100730.7123,81.03793854,1.158909975,0.096140994,192,0,0.096140994,0
1/1/56 8:00,16.21347046,100755.2854,69.05999438,1.44438922,172.5160458,214,411.7695524,101.2683836,71.24766217
1/1/56 9:00,19.86516783,100816.8657,49.617771,1.705918507,299.7592949,253,573.8743299,110.8099458,188.9493491
1/1/56 10:00,21.82148452,100788.0306,42.24393686,1.787273309,433.8782873,95,685.2845149,126.7779224,307.1003649
1/1/56 11:00,23.48832398,100776.4169,36.84150255,1.96099312,527.3223527,226,759.0974034,131.3949222,395.9274305
1/1/56 12:00,23.85330883,100761.4522,35.71839251,2.046466455,560.1867788,190,773.3650507,139.0351395,421.1516393
1/1/56 13:00,23.50219041,100757.4712,36.80048167,2.142157331,527.448257,148,755.2485522,138.0800638,389.3681932
1/1/56 14:00,22.9209445,100738.0395,36.83984729,2.237572348,443.1054842,100,700.0317692,137.5468007,305.5586835
1/1/56 15:00,21.11182233,100731.4564,46.56506572,1.786021772,313.7243646,221,590.7794734,128.9365286,184.787836
1/1/56 16:00,18.188957,100713.5139,58.39576724,1.528532046,134.7229682,36,378.1665369,76.91575805,57.80721015
1/1/56 17:00,16.01353815,100666.8941,73.85746696,1.157045966,0.078285134,200,0,0.078285134,0
1/1/56 18:00,14.59065226,100623.7758,83.57975398,0.9534338,0.026750821,97,0,0.026750821,0
1/1/56 19:00,13.71878237,100554.9653,88.99814148,0.761188283,0.021864528,191,0,0.021864528,0
1/1/56 20:00,13.19167022,100496.888,91.50038928,0.471006588,0.026895059,204,0,0.026895059,0
1/1/56 21:00,13.00226232,100571.4493,92.57257818,0.756221463,0.018116833,165,0,0.018116833,0
1/1/56 22:00,12.40585866,100596.4016,91.44831155,0.85790405,0.051857614,220,0,0.051857614,0
