time_lst,tas,ps,hurs,sfcWind,rsds,wind_dir,dir_norm,dif_hori,dir_hori
1/1/06 0:00,16.3,101450.65,35,2,0.998623791,218,0,0.998623791,0
1/1/06 1:00,15.4,101336.38,33,1.3,0.025801678,207,0,0.025801678,0
1/1/06 2:00,15.1,101320.8254,33,0.8,12.02419957,204,0,12.02419957,0
1/1/06 3:00,14.6,101403.81,32,0.7,0.996154298,265,0,0.996154298,0
1/1/06 4:00,14.2,101437.52,34,0.7,0.034668349,218,0,0.034668349,0
1/1/06 5:00,13.8,101471.23,34,0.7,0.033377493,207,0,0.033377493,0
1/1/06 6:00,13.6,101471.23,39,0.8,0.047635125,231,0,0.047635125,0
1/1/06 7:00,13.6,101471.23,42,1,0.995789953,192,0,0.995789953,0
1/1/06 8:00,15.2,101504.94,38,1.3,91,214,74.38831901,78.12873793,12.87126207
1/1/06 9:00,16.8,101383.53,34,1.2,170,253,69.4454526,147.1349364,22.86506363
1/1/06 10:00,18.8,101282.85,30,0.9,272,95,128.8860697,214.241568,57.75843197
1/1/06 11:00,20.4,101182.17,28,0.7,370,226,237.2331076,246.2647662,123.7352338
1/1/06 12:00,21.9,101148.61,27,0.8,398,190,266.0706722,253.1058136,144.8941864
1/1/06 13:00,22.3,101115.06,27,0.9,361,148,225.5684447,244.7082475,116.2917525
1/1/06 14:00,21.3,101134.12,29,1.1,277,100,153.4508114,210.0198571,66.98014288
1/1/06 15:00,20.4,101182.17,32,1.1,224,221,246.0816703,147.0289789,76.97102115
1/1/06 16:00,19.6,101211.9146,35,1.3,98,36,159.7113837,73.58623352,24.41376648
1/1/06 17:00,18.8,101316.41,39,1.4,0.047854525,200,0,0.047854525,0
1/1/06 18:00,17.6,101282.85,44,1.3,0.996286221,97,0,0.996286221,0
1/1/06 19:00,15.9,101256.0008,49,1.3,0.076631067,191,0,0.076631067,0
1/1/06 20:00,15.1,101282.85,56,1.3,0.008424691,204,0,0.008424691,0
1/1/06 21:00,14.7,101215.73,58,1.2,0.087532133,165,0,0.087532133,0
1/1/06 22:00,14.4,101182.17,59,1.1,0.033907294,220,0,0.033907294,0
1/1/06 23:00,14.7,101081.5,55,0.9,0.083944035,171,0,0.083944035,0
1/2/06 0:00,14.4,101014.37,58,0.9,0.038876221,202,0,0.038876221,0
1/2/06 1:00,14.6,100913.7,60,0.8,0.097747801,175,0,0.097747801,0
1/2/06 2:00,14.3,100846.58,64,0.8,0.028217099,190,0,0.028217099,0
1/2/06 3:00,13.7,100972.7836,69,0.9,0.028444742,20,0,0.028444742,0
1/2/06 4:00,13.1,101047.93,74,1.1,0.064427558,97,0,0.064427558,0
1/2/06 5:00,12.4,101047.93,82,1.1,15.03552048,35,0,15.03552048,0
1/2/06 6:00,12.1,100999.2738,89,1,0.096035503,142,0,0.096035503,0
1/2/06 7:00,11.8,100980.81,94,1,0.007109499,74,0,0.007109499,0
1/2/06 8:00,11.6,100980.81,97,0.9,57,219,15.74632861,54.28077346,2.719226538
1/2/06 9:00,11.3,100947.25,95,1,94,226,10.50673201,90.5406921,3.459307896
1/2/06 10:00,11.7,100913.7,92,1.1,100,192,5.67656686,97.45399073,2.546009272
